feature	ASV3	ASV5	ASV14	ASV19	ASV40	ASV42	ASV58	ASV74	ASV75	ASV85	ASV99	ASV121	ASV135	ASV146	ASV147	ASV163	ASV191	ASV192	ASV199	ASV201	ASV260	ASV262	ASV280	ASV307	ASV316	ASV340	ASV389	ASV402	ASV423	ASV465	ASV468	ASV477	ASV488	ASV499	ASV503	ASV533	ASV582	ASV622	ASV624	ASV638	ASV667	ASV730	ASV755	ASV783	ASV798	ASV809	ASV824	ASV847	ASV869	ASV870	ASV904	ASV925	ASV944	ASV951	ASV1025	ASV1037	ASV1045	ASV1054	ASV1056	ASV1064	ASV1071	ASV1079	ASV1084	ASV1105	ASV1107	ASV1147	ASV1158	ASV1161	ASV1209	ASV1226	ASV1240	ASV1293	ASV1342	ASV1346	ASV1348	ASV1416	ASV1417	ASV1454	ASV1485	ASV1504	ASV1526	ASV1564	ASV1597	ASV1614	ASV1764	ASV1832	ASV1838	ASV1863	ASV1930	ASV1931	ASV1957	ASV1973	ASV1977	ASV2009	ASV2091	ASV2159	ASV2216	ASV2255	ASV2281	ASV2328	ASV2385	ASV2441	ASV2449	ASV2642	ASV2650	ASV2721	ASV2771	ASV2786	ASV2813	ASV2921	ASV2940	ASV2964	ASV2994	ASV3005	ASV3032	ASV3132	ASV3171	ASV3233	ASV3245	ASV3399	ASV3462	ASV3464	ASV3493	ASV3496	ASV3516	ASV3524	ASV3605	ASV3618	ASV3679	ASV3701	ASV3751	ASV3817	ASV3858	ASV3913	ASV3926	ASV4094	ASV4138	ASV4242	ASV4265	ASV4322	ASV4339	ASV4412	ASV4518	ASV4553	ASV4592	ASV4598	ASV4755	ASV4810	ASV4825	ASV5048	ASV5131	ASV5145	ASV5215	ASV5340	ASV5353	ASV5414	ASV5457	ASV5501	ASV5556	ASV5593	ASV5616	ASV5622	ASV5764	ASV5848	ASV5905	ASV5917	ASV6001	ASV6060	ASV6116	ASV6374	ASV6581	ASV6655	ASV6767	ASV6861	ASV6870	ASV6994	ASV7104	ASV7144	ASV7218	ASV7333	ASV7440	ASV7687	ASV7715	ASV7787	ASV8121	ASV8252	ASV8261	ASV8434	ASV8631	ASV8876	ASV8895	ASV9030	ASV9097	ASV9350	ASV9429	ASV9686	ASV9858	ASV9955	ASV10083	ASV10375	ASV10659	ASV10697	ASV11143	ASV11373	ASV11425	ASV11429	ASV11682	ASV11900	ASV12240	ASV12640	ASV13076	ASV14524	ASV14888	ASV14900	ASV15845	ASV16491	ASV18255
KK2848	NA	-7.38154295118458	NA	NA	-3.84238414007655	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.93859945533586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.47465235557607	NA	-4.29408010993425	NA	NA	NA	NA	NA	NA	NA	-4.33714883182613	NA	NA	NA	NA	-4.00650351983766	NA	NA	NA	-6.38154295118458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.2317958316799	NA	NA	NA	-3.29408010993425	NA	NA	NA	NA	NA	-4.07776220300748	-7.21161794974227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.07776220300748	NA	NA	NA	NA	NA	NA	NA	-7.57418802912698	NA	NA	-4.27301849440642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.98922552840583	NA	NA	NA	NA	NA	NA	NA	-5.133615437741	NA	NA	NA	NA	-5.79658045046343	-4.62665544902112	NA	NA	-4.05961485629722	NA	NA	NA	NA	NA	NA	NA	NA	-3.60018323765993	NA	NA	NA	NA	NA	-5.09614073232234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.42734664079771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.92211133254729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2849	NA	NA	NA	NA	-5.43825872554774	-7.72366094440998	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.26422932577269	NA	NA	NA	NA	-3.39274406629537	NA	-4.65757175395221	NA	NA	NA	NA	NA	-4.89077093024524	NA	-3.17676648452235	NA	-4.81677034880147	NA	NA	NA	NA	NA	NA	-5.96877344224651	-5.76946463402311	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.89077093024524	NA	-5.81677034880147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.91630602235238	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.29739618970788	NA	NA	NA	-6.63619810315964	NA	-1.35297353760277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.4757334309664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.99574048984678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.34146828128301	NA	NA	NA	NA	NA	NA	NA	-4.40858247714154	NA	NA	NA	NA	NA	NA	-4.55297238647672	-2.51549768105806	-2.46104989703568	NA	NA	NA	NA	NA	NA	NA	-4.12847455794881	-3.57208120942442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.07297944535711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.55297238647672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.15704371014558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.9935449778627	NA	NA	NA	NA	NA	NA	NA	-6.34146828128301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.94291890479273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.21593739919915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.97435141262939	-7.9935449778627	-5.30904680359063	NA	NA	NA	NA	-3.07638604680035	-6.55297238647672	NA	NA	NA	NA	NA	NA	NA	-6.51549768105806	NA	NA	-6.40858247714154	NA	NA	NA	NA	-4.9305351803369	-6.44334789530222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.89400930431179	NA	NA	-5.27733794386329	NA	NA	NA	NA	NA	-4.66134854752151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.87016256235742	NA	NA	NA	NA	NA	NA	NA	-4.9935449778627	NA	NA	NA	NA	NA	NA	-6.21593739919915	-6.04601239775684	NA	NA	-7.10046018177921	NA	NA	NA	NA	NA	NA	-6.04601239775684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.71343705866997	NA	-6.21593739919915	NA	NA	NA	NA	-5.8008998999203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.8008998999203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.21593739919915	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.47897180503294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.55297238647672	-6.71343705866997	NA	NA	NA	NA	NA	NA	-7.89400930431179	-10.2159373991991	NA	NA	NA
KK2852	NA	NA	NA	NA	NA	-5.37388017452208	NA	NA	-5.19330792888026	NA	NA	NA	NA	NA	-0.981562751743324	NA	NA	NA	NA	NA	NA	-4.19330792888026	NA	NA	NA	-4.95884267524324	NA	NA	-7.69580826940945	NA	-6.11084576868829	NA	-7.2807707701306	-4.63691458035588	NA	-5.11084576868829	NA	-6.473415848073	NA	NA	-3.69580826940945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.69580826940945	-3.32657445974373	NA	NA	NA	NA	NA	NA	NA	NA	-7.2807707701306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.473415848073	NA	-5.473415848073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2853	NA	NA	NA	NA	NA	-6.41460393202062	NA	NA	NA	NA	NA	NA	NA	NA	-1.70141572113754	NA	NA	NA	NA	NA	NA	-4.09267583713326	NA	NA	NA	-6.07064953080326	NA	NA	NA	NA	-5.82964143129946	NA	NA	-4.40079813249559	NA	NA	NA	NA	-3.89587512969955	-3.70565271402401	NA	NA	NA	-5.18430631259882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.41460393202062	NA	NA	-4.20815305455319	NA	NA	NA	NA	NA	-5.20815305455319	NA	NA	NA	-6.72272622738295	-7.79311555527435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.72272622738295	NA	NA	NA	NA	-5.90559028453276	NA	-6.36015614799824	-5.5003338060465	NA	NA	NA	NA	NA	NA	-5.62319055383204	NA	NA	-6.02758080891137	NA	NA	NA	NA	NA	-4.98576063321674	NA	NA	NA	-8.53008114944055	NA	NA	NA	NA	NA	NA	NA	NA	-4.47118746038699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.04895445970394	-6.65561203152441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.20815305455319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1150436501617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.47118746038699	NA	NA	NA	NA	NA	-7.02758080891137	-7.41460393202062	NA	NA	NA	NA	NA	NA
KK2854	-8.94544383637791	-9.20847824221171	NA	NA	NA	-6.7755188349356	NA	NA	NA	NA	NA	NA	NA	NA	-1.43632865142716	NA	NA	NA	NA	NA	NA	-4.73599047074896	-9.53040633709907	NA	NA	-3.92307602334946	NA	NA	NA	NA	-6.10414158239697	-5.85798099512757	NA	-4.03855324076939	NA	NA	NA	NA	-4.19055633421444	-7.94544383637791	-7.20847824221171	NA	NA	-5.62351574149055	NA	NA	NA	NA	NA	NA	-7.44294349584873	NA	NA	NA	NA	-7.28247882365548	NA	NA	NA	NA	NA	NA	-6.17285433248098	NA	NA	NA	NA	NA	-7.07097471846177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.4218818803209	NA	NA	NA	-8.36048133565676	NA	-7.20847824221171	NA	NA	-7.36048133565676	NA	-9.53040633709907	-6.17285433248098	NA	NA	-8.53040633709907	NA	NA	NA	-5.74904662357441	NA	NA	-5.6724253419715	NA	NA	NA	NA	NA	-5.80248588253587	NA	NA	NA	-7.72305141504146	NA	-7.94544383637791	NA	NA	NA	NA	NA	NA	-5.38065921759439	NA	NA	NA	NA	-6.88655014732434	NA	NA	NA	NA	NA	NA	-5.20847824221171	NA	NA	NA	NA	-7.44294349584873	-8.72305141504146	NA	-7.82996661895798	NA	NA	NA	-8.94544383637791	NA	NA	NA	-7.82996661895798	NA	NA	NA	NA	-6.44294349584873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.94544383637791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.72305141504146	NA	NA	NA	NA	NA	NA
KK2855	NA	-8.4227656139111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.2296509850969	NA	NA	NA	NA	NA	NA	-3.71310736574063	-7.00772811463225	NA	NA	-6.75980060118867	NA	NA	NA	NA	-5.51587501830258	NA	NA	-4.25284061246879	NA	-5.87844509768729	NA	NA	-3.54829649599496	-4.26626112823111	NA	NA	NA	-6.83780311318994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.10083751902374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.36387192485753	NA	NA	NA	-5.25284061246879	NA	-7.30728839649116	NA	NA	NA	NA	-5.48416615857524	-6.4227656139111	NA	NA	NA	NA	NA	NA	-5.45313926295462	NA	NA	-6.05353180424538	NA	NA	NA	NA	NA	-5.27980766006906	NA	NA	NA	NA	NA	-8.68580001974489	NA	NA	NA	NA	NA	NA	-5.4227656139111	NA	NA	-6.75980060118867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.20037319257465	NA	NA	NA	NA	NA	NA	NA	NA	-7.4227656139111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.4227656139111	NA	NA	NA	NA	NA	NA	-7.54829649599496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.83780311318994	-7.54829649599496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.31901061150507	NA	-8.82283634950082	NA	NA	NA	NA	-6.32033600897164	-7.15987133677839	NA	NA	NA	NA	NA	NA	NA	-5.5498178550944	-4.20812650538561	-4.5498178550944	-4.94836723158468	NA	-6.60044392816437	NA	NA	-4.94836723158468	-6.4536025398351	NA	NA	NA	-6.88423689416496	NA	NA	NA	NA	NA	-9.08587075533461	NA	NA	-7.15987133677839	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.3417096597642	NA	NA	NA	NA	NA	-4.51298108691403	NA	NA	NA	-5.88423689416496	NA	NA	NA	NA	NA	-6.94836723158468	NA	NA	-5.76394266044725	NA	NA	NA	-7.94836723158468	NA	NA	NA	-5.98153409551988	NA	NA	NA	NA	-6.5498178550944	NA	NA	-6.76394266044725	NA	-6.08587075533461	-6.23787384877966	NA	NA	NA	-6.08587075533461	-7.23787384877966	NA	-4.43051892672206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.60044392816437	NA	NA	-5.57490883605723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.57490883605723	NA	NA	NA	NA	NA	-6.15987133677839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.82283634950082	NA	NA	NA	NA	NA	NA	NA	NA	-8.60044392816437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.40779885022198	NA	NA	NA	NA	NA	NA	NA	NA	-7.15987133677839	NA	NA	NA	NA	NA	NA	-9.82283634950082
KK2857	NA	-8.14805282096481	NA	NA	NA	-5.4110872267986	NA	NA	NA	NA	NA	NA	NA	NA	-6.27358370304867	NA	NA	NA	NA	NA	NA	-2.94293839106019	NA	NA	NA	-8.31797782240712	-8.51062290034952	NA	NA	NA	-6.36378151202024	-3.10365870160635	-6.10852445677817	-5.92566039962836	NA	NA	NA	-7.85854620376982	-3.52356195605701	-7.14805282096481	NA	NA	NA	NA	NA	NA	NA	-6.56309032024365	NA	NA	NA	NA	-8.51062290034952	NA	NA	NA	-7.99604972751976	NA	NA	NA	NA	-6.56309032024365	-5.79441586635011	NA	-6.79441586635011	NA	NA	NA	NA	-3.73301532168596	NA	NA	NA	-8.14805282096481	NA	NA	NA	NA	NA	NA	NA	-6.67412163263239	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.99604972751976	NA	NA	NA	NA	NA	NA	NA	NA	-6.67412163263239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.31797782240712	NA	NA	NA	-8.14805282096481	-5.76338897072948	-7.23051498115678	NA	-6.92566039962836	NA	NA	NA	NA	NA	NA	-4.92566039962836	NA	NA	NA	NA	NA	-5.01419707423002	NA	NA	NA	NA	-6.07005030896353	-7.73301532168596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.31797782240712	NA	NA	NA	NA	NA	NA	NA	-10.3179778224071	NA	NA	NA	NA	NA	-7.07005030896353	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.99604972751976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.14805282096481	NA	NA	NA	NA	NA	NA	NA	-6.67412163263239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2858	NA	NA	NA	NA	-8.14373106089709	-2.92368258002894	NA	NA	NA	NA	NA	NA	NA	NA	-6.14373106089708	NA	NA	NA	NA	NA	NA	-2.88548625646799	NA	NA	NA	-4.41333812065436	NA	NA	NA	NA	-4.40349033469802	NA	NA	-5.77027266536964	NA	NA	NA	NA	-3.8820634908272	-4.68429944225979	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.11130958320471	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.77027266536964	NA	NA	-6.69627208392586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.6724253419715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.14373106089708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.69627208392586	NA	NA	NA	NA	NA	-8.79580775747678	NA	NA	NA	NA	NA	NA	NA	-2.85496982994492	NA	NA	NA	-6.95930648975966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.93073733756289	NA	NA	NA	-4.82180296600972	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.11130958320471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.2456106749163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2859	NA	NA	NA	NA	NA	-3.49304001128012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.16046467219325	NA	NA	-2.2821432287815	NA	NA	NA	-5.38994651831601	NA	NA	-4.54748779530249	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.22555970041513	NA	NA	NA	NA	-2.4277485510284	NA	NA	NA	NA	NA	-6.24792751344359	NA	NA	NA	NA	NA	NA	-7.66296501272243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.54748779530249	NA	NA	NA	NA	-5.66296501272243	NA	NA	NA	NA	-4.11864449649862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.96252529458134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.17111191639275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.85561009066483	NA	-5.85561009066483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.54748779530249	NA	NA	NA
KK2860	NA	NA	NA	NA	NA	-5.12535196535505	NA	NA	NA	NA	NA	NA	NA	NA	-1.85945790538202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.14262995678689	NA	NA	NA	NA	-2.19574129324645	-4.76278188597034	NA	-5.12535196535505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.87381319835909	NA	NA	NA	NA	NA	NA	NA	NA	-4.23226716927156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.09140463343171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.73630967460915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.71031446607621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2861	NA	-8.51491126486135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.37740774111142	-1.93597255176797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.86529580579794	NA	NA	NA	NA	-2.87683742768064	NA	NA	-2.55606858961811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.43595992346653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KK2862	NA	-6.01495034146597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.89947312404604	NA	NA	NA	-1.8317285174102	NA	NA	NA	NA	NA	NA	-4.20759541940837	NA	NA	NA	NA	-5.01495034146597	NA	NA	NA	NA	NA	NA	NA	-4.59991284218713	NA	NA	NA	NA	-1.47062982524216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.27798474729977	-5.27798474729977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.35198532874354	NA	NA	NA	NA	-5.27798474729977	NA	NA	NA	NA	NA	-5.42998784074482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.27798474729977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
