Sample ID #,Study ID #,Date on Sample,Study,Sample_Type,Lifestage,Taxa,Site,Site_ID,Location,Date Received,Notes,Illumina Plate Number,GPrep Plate #:,Notebook Reference
SOYDWN1_Lar_Caddis_  MB_4,KK2333,2022-08-01,KK Soyoil 2022,Larvae_Caddis,Larvae,Caddis,SOY,SOYDWN1,DWN,2022-12-21,152,LR462,370,
SOYDWN1_Lar_Caddis_  MB_5,KK2334,2022-08-01,KK Soyoil 2022,Larvae_Caddis,Larvae,Caddis,SOY,SOYDWN1,DWN,2022-12-21,153,LR463,372,
SOYDWN1_Lar_Caddis_  MB_6,KK2335,2022-08-01,KK Soyoil 2022,Larvae_Caddis,Larvae,Caddis,SOY,SOYDWN1,DWN,2022-12-21,154,LR463,372,
JC1_Lar_Caddis_MB_1,KK2336,2022-07-20,KK AltEn 2022,Larvae_Caddis,Larvae,Caddis,JC1,JC1,JC1,2022-12-21,155,LR463,372,
JC1_Lar_Caddis_MB_2,KK2337,2022-07-20,KK AltEn 2022,Larvae_Caddis,Larvae,Caddis,JC1,JC1,JC1,2022-12-21,156,LR463,372,
JC1_Lar_Caddis_MB_3,KK2338,2022-07-20,KK AltEn 2022,Larvae_Caddis,Larvae,Caddis,JC1,JC1,JC1,2022-12-21,157,LR463,372,
JC1_Lar_Caddis_MB_4,KK2339,2022-07-20,KK AltEn 2022,Larvae_Caddis,Larvae,Caddis,JC1,JC1,JC1,2022-12-21,158,LR463,372,
JC1_Lar_Caddis_MB_5,KK2340,2022-07-20,KK AltEn 2022,Larvae_Caddis,Larvae,Caddis,JC1,JC1,JC1,2022-12-21,159,LR463,372,
SOYUP1_Lar_Chiro_MB_1 ,KK2341,2022-08-02,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYUP1,UP,2022-12-21,161,LR463,372,
SOYUP1_Lar_Chiro_MB_2,KK2342,2022-08-02,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYUP1,UP,2022-12-21,162,LR463,372,
SOYUP1_Lar_Chiro_MB_3,KK2343,2022-08-02,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYUP1,UP,2022-12-21,163,LR463,372,
SOYUP1_Lar_Chiro_MB_4,KK2344,2022-08-02,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYUP1,UP,2022-12-21,164,LR463,372,
SOYUP1_Lar_Chiro_MB_5,KK2345,2022-08-02,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYUP1,UP,2022-12-21,165,LR463,372,
SOYUP1_Lar_Chiro_MB_6,KK2346,2022-08-02,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYUP1,UP,2022-12-21,166,LR463,372,
SOYDWN1_Lar_Chiro_MB_1 ,KK2347,2022-08-01,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYDWN1,DWN,2022-12-21,167,LR463,372,
SOYDWN1_Lar_Chiro_MB_2,KK2348,2022-08-01,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYDWN1,DWN,2022-12-21,168,LR463,372,
SOYDWN1_Lar_Chiro_MB_3,KK2349,2022-08-01,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYDWN1,DWN,2022-12-21,169,LR463,372,
SOYDWN1_Lar_Chiro_MB_4,KK2350,2022-08-01,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYDWN1,DWN,2022-12-21,170,LR463,372,
SOYDWN1_Lar_Chiro_MB_5,KK2351,2022-08-01,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYDWN1,DWN,2022-12-21,171,LR463,372,
SOYDWN1_Lar_Chiro_MB_6,KK2352,2022-08-01,KK Soyoil 2022,Larvae_Chironomidae,Larvae,Chironomidae,SOY,SOYDWN1,DWN,2022-12-21,172,LR463,372,
JC1_Lar_Chiro_MB_1,KK2353,2022-07-20,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC1,JC1,JC1,2022-12-21,173,LR463,372,
JC1_Lar_Chiro_MB_2,KK2354,2022-07-20,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC1,JC1,JC1,2022-12-21,174,LR463,372,
JC1_Lar_Chiro_MB_3,KK2355,2022-07-20,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC1,JC1,JC1,2022-12-21,175,LR463,372,
JC1_Lar_Chiro_MB_4,KK2356,2022-07-20,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC1,JC1,JC1,2022-12-21,176,LR463,372,
JC1_Lar_Chiro_MB_5,KK2357,2022-07-20,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC1,JC1,JC1,2022-12-21,177,LR463,372,
JC1_Lar_Chiro_MB_6,KK2358,2022-07-20,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC1,JC1,JC1,2022-12-21,178,LR463,372,
JC2_Lar_Chiro_MB_1,KK2359,2022-07-19,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC2,JC2,JC2,2022-12-21,179,LR463,372,
JC2_Lar_Chiro_MB_2,KK2360,2022-07-19,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC2,JC2,JC2,2022-12-21,180,LR463,372,
JC2_Lar_Chiro_MB_3,KK2361,2022-07-19,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC2,JC2,JC2,2022-12-21,181,LR463,372,
JC2_Lar_Chiro_MB_4,KK2362,2022-07-19,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC2,JC2,JC2,2022-12-21,182,LR463,372,
JC2_Lar_Chiro_MB_5,KK2363,2022-07-19,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC2,JC2,JC2,2022-12-21,183,LR463,372,
JC2_Lar_Chiro_MB_6,KK2364,2022-07-19,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC2,JC2,JC2,2022-12-21,184,LR463,372,
JC3_Lar_Chiro_MB_1,KK2365,2022-07-18,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC2,JC3,JC3,2022-12-21,185,LR463,372,
JC3_Lar_Chiro_MB_2,KK2366,2022-07-18,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC3,JC3,JC3,2022-12-21,186,LR463,372,
JC3_Lar_Chiro_MB_3,KK2367,2022-07-18,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC3,JC3,JC3,2022-12-21,187,LR463,372,
JC3_Lar_Chiro_MB_4,KK2368,2022-07-18,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC3,JC3,JC3,2022-12-21,188,LR463,372,
JC3_Lar_Chiro_MB_5,KK2369,2022-07-18,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC3,JC3,JC3,2022-12-21,189,LR463,372,
JC3_Lar_Chiro_MB_6,KK2370,2022-07-18,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,JC3,JC3,JC3,2022-12-21,190,LR463,372,
UN1_Lar_Chiro_MB_1,KK2371,2022-07-17,KK AltEn 2022,Larvae_Chironomidae,Larvae,Chironomidae,UN1,UN1,UN1,2022-12-21,191,LR463,372,
SOYUP1_Lar_Damselfly_MB_1 ,KK2372,2022-08-02,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYUP1,UP,2022-12-21,192,LR463,372,
SOYUP1_Lar_Damselfly_MB_2,KK2373,2022-08-02,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYUP1,UP,2022-12-21,193,LR463,372,
SOYUP1_Lar_Damselfly_MB_3,KK2374,2022-08-02,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYUP1,UP,2022-12-21,194,LR463,372,
SOYUP1_Lar_Damselfly_MB_4,KK2375,2022-08-02,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYUP1,UP,2022-12-21,195,LR463,372,
SOYUP1_Lar_Damselfly_MB_5,KK2376,2022-08-02,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYUP1,UP,2022-12-21,196,LR463,372,
SOYUP1_Lar_Damselfly_MB_6,KK2377,2022-08-02,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYUP1,UP,2022-12-21,197,LR463,372,
SOYDWN1_Lar_Damselfly_MB_1 ,KK2378,2022-08-01,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYDWN1,DWN,2022-12-21,198,LR463,372,
SOYDWN1_Lar_Damselfly_MB_2,KK2379,2022-08-01,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYDWN1,DWN,2022-12-21,199,LR463,372,
SOYDWN1_Lar_Damselfly_MB_3,KK2380,2022-08-01,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYDWN1,DWN,2022-12-21,200,LR463,372,
SOYDWN1_Lar_Damselfly_MB_4,KK2381,2022-08-01,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYDWN1,DWN,2022-12-21,201,LR463,372,
SOYDWN1_Lar_Damselfly_MB_5,KK2382,2022-08-01,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYDWN1,DWN,2022-12-21,202,LR463,372,
SOYDWN1_Lar_Damselfly_MB_6,KK2383,2022-08-01,KK Soyoil 2022,Larvae_Damsel,Larvae,Damsel,SOY,SOYDWN1,DWN,2022-12-21,203,LR463,372,
UN1_Lar_Damsel_MB_1,KK2384,2022-07-17,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,UN1,UN1,UN1,2022-12-21,204,LR463,372,
UN1_Lar_Damsel_MB_2,KK2385,2022-07-17,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,UN1,UN1,UN1,2022-12-21,205,LR463,372,
UN1_Lar_Damsel_MB_3,KK2386,2022-07-17,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,UN1,UN1,UN1,2022-12-21,206,LR463,372,
UN1_Lar_Damsel_MB_4,KK2387,2022-07-17,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,UN1,UN1,UN1,2022-12-21,207,LR463,372,
UN1_Lar_Damsel_MB_5,KK2388,2022-07-17,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,UN1,UN1,UN1,2022-12-21,208,LR463,372,
JC1_Lar_Damsel_MB_1,KK2389,2022-07-20,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC1,JC1,JC1,2022-12-21,210,LR463,372,
JC1_Lar_Damsel_MB_2,KK2390,2022-07-20,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC1,JC1,JC1,2022-12-21,211,LR463,372,
JC1_Lar_Damsel_MB_3,KK2391,2022-07-20,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC1,JC1,JC1,2022-12-21,212,LR463,372,
JC1_Lar_Damsel_MB_4,KK2392,2022-07-20,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC1,JC1,JC1,2022-12-21,213,LR463,372,
JC1_Lar_Damsel_MB_5,KK2393,2022-07-20,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC1,JC1,JC1,2022-12-21,214,LR463,372,
JC1_Lar_Damsel_MB_6,KK2394,2022-07-20,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC1,JC1,JC1,2022-12-21,215,LR463,372,
JC2_Lar_Damsel_MB_1,KK2395,2022-07-19,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC2,JC2,JC2,2022-12-21,216,LR463,372,
JC2_Lar_Damsel_MB_2,KK2396,2022-07-19,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC2,JC2,JC2,2022-12-21,217,LR463,372,
JC2_Lar_Damsel_MB_3,KK2397,2022-07-19,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC2,JC2,JC2,2022-12-21,218,LR463,372,
JC2_Lar_Damsel_MB_4,KK2398,2022-07-19,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC2,JC2,JC2,2022-12-21,219,LR463,372,
JC2_Lar_Damsel_MB_5,KK2399,2022-07-19,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC2,JC2,JC2,2022-12-21,220,LR463,372,
JC2_Lar_Damsel_MB_6,KK2400,2022-07-19,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC2,JC2,JC2,2022-12-21,221,LR463,372,
JC3_Lar_Damsel_MB_1,KK2401,2022-07-18,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC3,JC3,JC3,2022-12-21,222,LR463,372,
JC3_Lar_Damsel_MB_2,KK2402,2022-07-18,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC3,JC3,JC3,2022-12-21,223,LR463,372,
JC3_Lar_Damsel_MB_3,KK2403,2022-07-18,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC3,JC3,JC3,2022-12-21,224,LR463,372,
JC3_Lar_Damsel_MB_4,KK2404,2022-07-18,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC3,JC3,JC3,2022-12-21,225,LR463,372,
JC3_Lar_Damsel_MB_5,KK2405,2022-07-18,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC3,JC3,JC3,2022-12-21,226,LR463,372,
JC3_Lar_Damsel_MB_6,KK2406,2022-07-18,KK AltEn 2022,Larvae_Damsel,Larvae,Damsel,JC3,JC3,JC3,2022-12-21,227,LR463,372,
SOYUP1_Lar_Mayfly_   MB_1,KK2407,2022-08-02,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYUP1,UP,2022-12-21,228,LR463,372,
SOYUP1_Lar_Mayfly_   MB_2,KK2408,2022-08-02,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYUP1,UP,2022-12-21,229,LR463,372,
SOYUP1_Lar_Mayfly_   MB_3,KK2409,2022-08-02,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYUP1,UP,2022-12-21,230,LR463,372,
SOYUP1_Lar_Mayfly_   MB_4,KK2410,2022-08-02,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYUP1,UP,2022-12-21,231,LR463,372,
SOYUP1_Lar_Mayfly_   MB_5,KK2411,2022-08-02,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYUP1,UP,2022-12-21,232,LR463,372,
SOYUP1_Lar_Mayfly_   MB_6,KK2412,2022-08-02,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYUP1,UP,2022-12-21,233,LR463,372,
SOYDWN1_Lar_Mayfly_   MB_1,KK2413,2022-08-01,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYDWN1,DWN,2022-12-21,234,LR463,372,
SOYDWN1_Lar_Mayfly_   MB_2,KK2414,2022-08-01,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYDWN1,DWN,2022-12-21,235,LR463,372,
SOYDWN1_Lar_Mayfly_   MB_3,KK2415,2022-08-01,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYDWN1,DWN,2022-12-21,236,LR463,372,
SOYDWN1_Lar_Mayfly_   MB_4,KK2416,2022-08-01,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYDWN1,DWN,2022-12-21,237,LR463,372,
SOYDWN1_Lar_Mayfly_   MB_5,KK2417,2022-08-01,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYDWN1,DWN,2022-12-21,238,LR463,372,
SOYDWN1_Lar_Mayfly_   MB_6,KK2418,2022-08-01,KK Soyoil 2022,Larvae_Mayfly,Larvae,Mayfly,SOY,SOYDWN1,DWN,2022-12-21,239,LR463,372,
JC1_Lar_Mayfly_MB_1,KK2419,2022-07-20,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC1,JC1,JC1,2022-12-21,240,LR463,372,
JC1_Lar_Mayfly_MB_2,KK2420,2022-07-20,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC1,JC1,JC1,2022-12-21,241,LR463,372,
JC1_Lar_Mayfly_MB_3,KK2421,2022-07-20,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC1,JC1,JC1,2022-12-21,242,LR463,372,
JC1_Lar_Mayfly_MB_4,KK2422,2022-07-20,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC1,JC1,JC1,2022-12-21,243,LR463,372,
JC1_Lar_Mayfly_MB_5,KK2423,2022-07-20,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC1,JC1,JC1,2022-12-21,244,LR463,372,
JC1_Lar_Mayfly_MB_6,KK2424,2022-07-20,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC1,JC1,JC1,2022-12-21,245,LR463,372,
JC3_Lar_Mayfly_MB_1,KK2425,2022-07-18,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC3,JC3,JC3,2022-12-21,246,LR463,373,
JC3_Lar_Mayfly_MB_2,KK2426,2022-07-18,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC3,JC3,JC3,2022-12-21,247,LR463,373,
JC3_Lar_Mayfly_MB_3,KK2427,2022-07-18,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC3,JC3,JC3,2022-12-21,248,LR463,373,
JC3_Lar_Mayfly_MB_4,KK2428,2022-07-18,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC3,JC3,JC3,2022-12-21,249,LR463,373,
JC3_Lar_Mayfly_MB_5,KK2429,2022-07-18,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC3,JC3,JC3,2022-12-21,250,LR463,373,
JC3_Lar_Mayfly_MB_6,KK2430,2022-07-18,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,JC3,JC3,JC3,2022-12-21,251,LR463,373,
UN1_Lar_Mayfly_MB_1,KK2431,2022-07-17,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,UN1,UN1,UN1,2022-12-21,252,LR463,373,
UN1_Lar_Mayfly_MB_2,KK2432,2022-07-17,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,UN1,UN1,UN1,2022-12-21,253,LR463,373,
UN1_Lar_Mayfly_MB_3,KK2433,2022-07-17,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,UN1,UN1,UN1,2022-12-21,254,LR463,373,
UN1_Lar_Mayfly_MB_4,KK2434,2022-07-17,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,UN1,UN1,UN1,2022-12-21,255,LR463,373,
UN1_Lar_Mayfly_MB_5,KK2435,2022-07-17,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,UN1,UN1,UN1,2022-12-21,256,LR463,373,
UN1_Lar_Mayfly_MB_6,KK2436,2022-07-17,KK AltEn 2022,Larvae_Mayfly,Larvae,Mayfly,UN1,UN1,UN1,2022-12-21,257,LR463,373,
SOYUP1_Tetragnatha_MB_1,KK2437,2022-08-02,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYUP1,UP,2022-12-21,258,LR463,373,
SOYUP1_Tetragnatha_MB_2,KK2438,2022-08-02,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYUP1,UP,2022-12-21,259,LR463,373,
SOYUP1_Tetragnatha_MB_3,KK2439,2022-08-02,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYUP1,UP,2022-12-21,260,LR463,373,
SOYUP1_Tetragnatha_MB_4,KK2440,2022-08-02,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYUP1,UP,2022-12-21,261,LR463,373,
SOYUP1_Tetragnatha_MB_5,KK2441,2022-08-02,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYUP1,UP,2022-12-21,262,LR463,373,
SOYUP1_Tetragnatha_MB_6,KK2442,2022-08-02,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYUP1,UP,2022-12-21,263,LR463,373,
SOYDWN1_Tetragnatha_MB_1,KK2443,2022-08-01,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYDWN1,DWN,2022-12-21,264,LR463,373,
SOYDWN1_Tetragnatha_MB_2,KK2444,2022-08-01,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYDWN1,DWN,2022-12-21,265,LR463,373,
SOYDWN1_Tetragnatha_MB_3,KK2445,2022-08-01,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYDWN1,DWN,2022-12-21,266,LR463,373,
SOYDWN1_Tetragnatha_MB_4,KK2446,2022-08-01,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYDWN1,DWN,2022-12-21,267,LR463,373,
SOYDWN1_Tetragnatha_MB_5,KK2447,2022-08-01,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYDWN1,DWN,2022-12-21,268,LR463,373,
SOYDWN1_Tetragnatha_MB_6,KK2448,2022-08-01,KK Soyoil 2022,Tetragnatha,Spider,Tetragnatha,SOY,SOYDWN1,DWN,2022-12-21,269,LR463,373,
JC1_Tetragnatha_MB_1,KK2449,2022-07-20,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC1,JC1,JC1,2022-12-21,270,LR463,373,
JC1_Tetragnatha_MB_2,KK2450,2022-07-20,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC1,JC1,JC1,2022-12-21,271,LR463,373,
JC1_Tetragnatha_MB_3,KK2451,2022-07-20,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC1,JC1,JC1,2022-12-21,272,LR463,373,
JC1_Tetragnatha_MB_4,KK2452,2022-07-20,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC1,JC1,JC1,2022-12-21,273,LR463,373,
JC1_Tetragnatha_MB_5,KK2453,2022-07-20,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC1,JC1,JC1,2022-12-21,274,LR463,373,
JC1_Tetragnatha_MB_6,KK2454,2022-07-20,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC1,JC1,JC1,2022-12-21,275,LR463,373,
JC2_Tetragnatha_MB_1,KK2455,2022-07-19,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC2,JC2,JC2,2022-12-21,276,LR463,373,
JC2_Tetragnatha_MB_2,KK2456,2022-07-19,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC2,JC2,JC2,2022-12-21,277,LR463,373,
JC2_Tetragnatha_MB_3,KK2457,2022-07-19,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC2,JC2,JC2,2022-12-21,278,LR463,373,
JC2_Tetragnatha_MB_4,KK2458,2022-07-19,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC2,JC2,JC2,2022-12-21,279,LR463,373,
JC2_Tetragnatha_MB_5,KK2459,2022-07-19,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC2,JC2,JC2,2022-12-21,280,LR463,373,
JC2_Tetragnatha_MB_6,KK2460,2022-07-19,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC2,JC2,JC2,2022-12-21,281,LR463,373,
JC3_Tetragnatha_MB_1,KK2461,2022-07-18,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC2,JC3,JC3,2022-12-21,282,LR463,373,
JC3_Tetragnatha_MB_2,KK2462,2022-07-18,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC3,JC3,JC3,2022-12-21,283,LR463,373,
JC3_Tetragnatha_MB_3,KK2463,2022-07-18,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC3,JC3,JC3,2022-12-21,284,LR463,373,
JC3_Tetragnatha_MB_4,KK2464,2022-07-18,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC3,JC3,JC3,2022-12-21,285,LR463,373,
JC3_Tetragnatha_MB_5,KK2465,2022-07-18,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC3,JC3,JC3,2022-12-21,286,LR463,373,
JC3_Tetragnatha_MB_6,KK2466,2022-07-18,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,JC3,JC3,JC3,2022-12-21,287,LR463,373,
UN1_Tetragnatha_MB_1,KK2467,2022-07-17,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,UN1,UN1,UN1,2022-12-21,288,LR463,373,
UN1_Tetragnatha_MB_2,KK2468,2022-07-17,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,UN1,UN1,UN1,2022-12-21,289,LR463,373,
UN1_Tetragnatha_MB_3,KK2469,2022-07-17,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,UN1,UN1,UN1,2022-12-21,290,LR463,373,
UN1_Tetragnatha_MB_4,KK2470,2022-07-17,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,UN1,UN1,UN1,2022-12-21,291,LR463,373,
UN1_Tetragnatha_MB_5,KK2471,2022-07-17,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,UN1,UN1,UN1,2022-12-21,292,LR463,373,
UN1_Tetragnatha_MB_6,KK2472,2022-07-17,KK AltEn 2022,Tetragnatha,Spider,Tetragnatha,UN1,UN1,UN1,2022-12-21,293,LR463,373,
SOYUP1_MBDI_RINSE_MB_1,KK2473,2022-08-02,KK Soyoil 2022,MBDI_RINSE,MBDI,RINSE,SOY,SOYUP1,UP,2022-12-21,294,LR463,373,
SOYUP1_MBDI_RINSE_MB_2,KK2474,2022-08-02,KK Soyoil 2022,MBDI_RINSE,MBDI,RINSE,SOY,SOYUP1,UP,2022-12-21,295,LR463,373,
SOYUP1_SHEET_BLANK_MB_1,KK2475,2022-08-02,KK Soyoil 2022,SHEET_BLANK,SHEET,BLANK,SOY,SOYUP1,UP,2022-12-21,296,LR463,373,
SOYUP1_SHEET_BLANK_MB_2,KK2476,2022-08-02,KK Soyoil 2022,SHEET_BLANK,SHEET,BLANK,SOY,SOYUP1,UP,2022-12-21,297,LR463,373,
JC1_DI_RINSE_MB_1,KK2477,2022-07-20,KK AltEn 2022,MBDI_RINSE,MBDI,RINSE,JC1,JC1,JC1,2022-12-21,298,LR463,373,
JC1_DI_RINSE_MB_2,KK2478,2022-07-20,KK AltEn 2022,MBDI_RINSE,MBDI,RINSE,JC1,JC1,JC1,2022-12-21,299,LR463,373,
